(A1) CITY;(A2) PROVINCE;(B3) GENDER;(B4) AGE;(B5) RELIGION;(B6) ETHNIC;(B7) EDUCATION LEVEL;(B8) LIVED IN URBAN AREA (YEARS);(B9) OCCUPATION;(B10) SOCIAL CLAS;(B11) HOUSEHOLD MEMBER;(C12) HOUSEHOLD INCOME (MONTHLY IN MILLION IDR);(C13) TIME OF INCOME RECEIPT;(C14) HOUSEHOLD EXPENDITURE (MONTHLY IN MILLION IDR);(C15) % MONTHLY EXPENDITURE FOR FOOD;(D16) HEALTH FACTOR;(D17) PRICE FACTOR);(E18) RELIGIOUS VALUE IN TYPE OF FOOD;(E19) RELIGIOUS VALUE IN EATING PLACES;(E20) RELIGIOUS VALUE IN CONSUMPTION PATTERN;(E21) CUSTOM VALUE IN TYPE OF FOOD;(E22) CUSTOM VALUE IN EATING PLACES;(E23) CUSTOM VALUE IN CONSUMPTION PATTERN;(24) PRACTICE OF FOOD CONSUMPTION BASED ON RELIGIOUS RULES;(25) PRACTICE OF FOOD CONSUMPTION BASED ON CUSTOM RULES;(E26) BUYING FOOD PRODUCT IN THE RIGHT PLACE BASED ON RELIGIOUS RULES;(E27 TYPE OF DISHES VARIATION BASED ON RELIGIOUS RULES;(E28) PRACTICE OF CONSUMING TRADITIONAL FOOD;
Denpasar;Bali;Male;52;Islam;Java;Master and doctoral degree;52;Private Employees;Lower Class;6;2:03;Daily;2:05;73;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;51;Islam;Minang;Bachelor degree;51;Government Employees;Middle Class;7;4:09;Weekly;5:01;41;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;34;Islam;Java;Senior High School;34;Government Employees;Middle Class;5;5:09;Weekly;6:01;33;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;51;Catholic;Other;Junior High School;11;Enterpreneur;Upper Class;6;11:04;Monthly;11:06;19;Strongly Agree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Agree;Disagree;Disagree;
Denpasar;Bali;Female;39;Islam;Java;Diploma;39;Enterpreneur;Lower Class;6;3:00;Daily;3:02;69;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;42;Islam;Java;Diploma;42;Enterpreneur;Upper Class;6;15:07;Monthly;15:09;23;Strongly Agree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Strongly Agree;Disagree;Disagree;
Denpasar;Bali;Female;52;Islam;Java;Diploma;22;Private Employees;Upper Class;6;13:02;Monthly;13:04;25;Strongly Agree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;51;Protestant;Bali;Senior High School;30;Private Employees;Lower Class;5;3:04;Daily;3:06;58;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;30;Hindu;Bali;Junior High School;21;Private Employees;Middle Class;6;6:08;Weekly;7:00;44;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;37;Hindu;Bali;Bachelor degree;24;Private Employees;Middle Class;6;4:08;Weekly;5:00;35;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;
Denpasar;Bali;Male;42;Hindu;Bali;Senior High School;22;Private Employees;Lower Class;6;2:09;Daily;3:01;59;Disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Denpasar;Bali;Male;26;Hindu;Bali;Diploma;26;Private Employees;Lower Class;6;3:05;Daily;3:07;65;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;
Denpasar;Bali;Female;37;Hindu;Bali;Bachelor degree;15;Private Employees;Middle Class;6;5:07;Weekly;5:09;41;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;52;Islam;Java;Senior High School;22;Teacher?/Lecturer;Upper Class;7;11:03;Monthly;11:05;26;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;25;Hindu;Bali;Primary School;25;Teacher?/Lecturer;Lower Class;6;2:07;Daily;2:09;76;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Denpasar;Bali;Male;34;Hindu;Bali;Primary School;34;Government Employees;Upper Class;6;10:01;Monthly;10:03;22;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;57;Protestant;Bali;Junior High School;23;Government Employees;Upper Class;6;12:05;Monthly;12:07;18;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;54;Protestant;Other;Senior High School;29;Government Employees;Lower Class;6;3:02;Daily;3:04;57;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;
Denpasar;Bali;Female;58;Hindu;Bali;Master and doctoral degree;27;Government Employees;Middle Class;6;6:02;Weekly;6:04;43;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;24;Hindu;Bali;Senior High School;24;Government Employees;Middle Class;5;6:04;Weekly;6:06;38;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;
Denpasar;Bali;Female;42;Hindu;Bali;Bachelor degree;22;Police Officer?/Army;Lower Class;6;3:07;Daily;3:09;61;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;
Denpasar;Bali;Female;55;Catholic;Java;Master and doctoral degree;33;Police Officer?/Army;Middle Class;5;5:09;Weekly;6:01;58;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;54;Hindu;Bali;Master and doctoral degree;32;Private Employees;Middle Class;5;6:07;Weekly;6:09;34;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;28;Islam;Java;Bachelor degree;28;Private Employees;Upper Class;6;10:09;Monthly;11:01;26;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;34;Protestant;Bali;Senior High School;34;Government Employees;Lower Class;6;3:09;Daily;4:01;57;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;32;Protestant;Java;Bachelor degree;32;Police Officer?/Army;Upper Class;7;9:08;Monthly;10:00;24;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Agree;Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Denpasar;Bali;Female;45;Hindu;Bali;Bachelor degree;25;Private Employees;Upper Class;5;9:06;Monthly;9:08;27;Strongly Agree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Disagree;Agree;Agree;Agree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;49;Catholic;Java;Diploma;29;Private Employees;Lower Class;6;3:06;Daily;3:08;67;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Denpasar;Bali;Female;59;Hindu;Bali;Senior High School;32;Private Employees;Middle Class;6;5:07;Weekly;5:09;36;Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;
Denpasar;Bali;Male;53;Islam;Minang;Master and doctoral degree;26;Enterpreneur;Middle Class;6;6:04;Weekly;6:06;42;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;48;Islam;Java;Bachelor degree;23;Enterpreneur;Lower Class;6;3:04;Daily;3:06;73;Strongly Agree;Disagree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Denpasar;Bali;Male;46;Islam;Batak;Senior High School;16;Enterpreneur;Lower Class;6;2:09;Daily;3:00;41;Strongly Agree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;51;Hindu;Bali;Master and doctoral degree;11;Enterpreneur;Middle Class;7;5:06;Weekly;5:07;33;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Denpasar;Bali;Female;52;Hindu;Bali;Junior High School;52;Government Employees;Upper Class;6;11:02;Monthly;11:03;19;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;25;Hindu;Bali;Bachelor degree;25;Government Employees;Lower Class;6;3:07;Daily;3:08;69;Strongly Agree;Disagree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Denpasar;Bali;Female;24;Hindu;Bali;Senior High School;24;Government Employees;Upper Class;6;10:06;Monthly;10:07;23;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;37;Hindu;Bali;Master and doctoral degree;37;Government Employees;Upper Class;6;11:02;Monthly;11:03;25;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;56;Islam;Other;Bachelor degree;26;Government Employees;Lower Class;6;3:08;Daily;3:09;57;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;32;Hindu;Bali;Senior High School;12;Private Employees;Middle Class;5;6:02;Weekly;6:03;43;Strongly Agree;Agree;Agree;Neither agree nor disagree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Denpasar;Bali;Female;42;Catholic;Java;Diploma;24;Private Employees;Middle Class;6;5:08;Weekly;5:09;38;Strongly Agree;Disagree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Denpasar;Bali;Male;28;Protestant;Java;Senior High School;28;Private Employees;Lower Class;5;3:01;Daily;3:02;61;Strongly Agree;Agree;Agree;Neither agree nor disagree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Denpasar;Bali;Male;29;Islam;Other;Senior High School;19;Private Employees;Middle Class;5;3:04;Weekly;3:05;58;Disagree;Disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Disagree;Strongly Agree;Disagree;Disagree;
Denpasar;Bali;Male;38;Protestant;Other;Senior High School;28;Enterpreneur;Middle Class;6;5:06;Weekly;5:07;34;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;56;Catholic;Bali;Senior High School;17;Enterpreneur;Upper Class;6;12:01;Monthly;12:02;26;Neither agree nor disagree;Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;32;Hindu;Bali;Bachelor degree;32;Enterpreneur;Lower Class;7;2:09;Daily;3:00;57;Neither agree nor disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;29;Hindu;Bali;Senior High School;29;Enterpreneur;Upper Class;5;10:03;Monthly;10:04;24;Agree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;
Denpasar;Bali;Male;27;Hindu;Bali;Bachelor degree;27;Enterpreneur;Upper Class;6;14:02;Monthly;14:03;27;Disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Denpasar;Bali;Female;55;Hindu;Bali;Senior High School;25;Enterpreneur;Middle Class;6;3:04;Weekly;3:05;67;Agree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;
Denpasar;Bali;Male;30;Hindu;Bali;Bachelor degree;30;Government Employees;Middle Class;6;6:07;Weekly;6:08;36;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Female;29;Hindu;Bali;Junior High School;21;Government Employees;Middle Class;6;5:08;Weekly;5:09;42;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Denpasar;Bali;Male;31;Hindu;Bali;Diploma;31;Government Employees;Lower Class;6;2:03;Daily;2:04;73;Strongly Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Denpasar;Bali;Female;26;Protestant;Java;Diploma;26;Government Employees;Lower Class;7;4:09;Daily;5:00;41;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
